query_id,query_text,status,mrr,hit_at_1,hit_at_3,hit_at_5,hit_at_10,hit_at_20,recall_at_1,recall_at_3,recall_at_5,recall_at_10,recall_at_20,ndcg_at_1,ndcg_at_3,ndcg_at_5,ndcg_at_10,ndcg_at_20,retrieval_time_ms,n_retrieved,n_generation_docs,reranked,gen_recall,gen_hit,question_type,n_expected,primary_metric_type,primary_metric_value,sec_exact_match,sec_f1_score,sec_faithfulness,expected_response,generated_response
q_102,What year was the brother of this first round draft pick by the Washington Redskins drafted?,completed,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,65.9,20,5,True,1.0,1.0,bridge,2,f1_score,1.0,1.0,,1.0,2003,2003
q_3235,Which them park is host to both the Back to the Future Rid and The Simpsons Ride?,completed,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,85.5,20,5,True,1.0,1.0,bridge,2,f1_score,1.0,1.0,,1.0,Universal Studios Florida,Universal Studios Florida
q_5498,"When was the band who composited ""Discipline"" formed?",completed,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,126.7,20,5,True,1.0,1.0,bridge,2,f1_score,1.0,1.0,,1.0,1968,1968
q_1666,Did the Sandy and Beaver Canal remain operational until a later date than the Los Angeles Aqueduct?,completed,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,81.7,20,5,True,1.0,1.0,comparison,2,accuracy,1.0,1.0,1.0,0.2,no,no
q_4240,Who directed the 1940 film in which John Arledge appeared?,completed,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,77.1,20,5,True,1.0,1.0,bridge,2,f1_score,1.0,1.0,,1.0,John Ford,John Ford
q_4787,Are Mirpur University of Science and Technology and University of Debrecen both Universities located outside of the United States?,completed,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,70.2,20,5,True,1.0,1.0,comparison,2,accuracy,1.0,1.0,1.0,0.2,yes,yes
q_3042,"which American actress, singer, and songwriter too the tour of  I Stand tour ",completed,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,102.8,20,5,True,1.0,1.0,bridge,2,f1_score,0.8,0.0,,1.0,Idina Kim Menzel,Idina Menzel
q_3620,Grounded Vindaloop is an episode from an animated television series that had this many episodes in its eighteenth season?,completed,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,151.0,20,5,True,1.0,1.0,bridge,2,f1_score,0.0,0.0,,0.8,ten episodes,10
q_1611,How many consecutive years had the Serie A been comprised of 18 teams when Hernan Crespo got injured?,completed,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,118.1,20,5,True,1.0,1.0,bridge,2,f1_score,0.0,0.0,,1.0,15th consecutive,15
q_4233,What British made dance competition television series franchise did Claudia Albertario appear on?,completed,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,68.4,20,5,True,1.0,1.0,bridge,2,f1_score,0.6667,0.0,,1.0,"""Dancing on Ice"" around the world",Dancing on Ice
q_5948,How many Grammy awards were won by an album named after the Joni Mitchell song from Love Actually?,completed,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,89.6,20,5,True,1.0,1.0,bridge,2,f1_score,0.0,0.0,,0.0,two Grammy awards,2
q_1011,"What award does Crystal Palace F.C. present, first won by John McCormick and most recently by Wilfried Zaha?",completed,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,98.9,20,5,True,1.0,1.0,bridge,2,f1_score,1.0,1.0,,1.0,Player of the Year,Player of the Year
q_754,"Which was published more frequently, Popular Science or Girlfriends?",completed,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,83.2,20,5,True,1.0,1.0,comparison,2,accuracy,1.0,1.0,1.0,1.0,Girlfriends,Girlfriends
q_592,"In what year did the actor who starred in the TV Land original series ""The Soul Man"" host the Black Movie Awards?",completed,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,108.2,20,5,True,1.0,1.0,bridge,2,f1_score,1.0,1.0,,1.0,2005,2005
q_5683,The Robey-Peters Gun-Carrier was built at a commuter village with at population of what at the 2001 census?,completed,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,97.2,20,5,True,1.0,1.0,bridge,2,f1_score,1.0,1.0,,1.0,"4,530",4530
q_3681,"This American is best known for his work on such Disney animated films as ""Beauty and the Beast"" and a 1996 American animated musical drama film whose plot centers on who?",completed,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,74.2,20,5,True,1.0,1.0,bridge,2,f1_score,1.0,1.0,,1.0,Quasimodo,Quasimodo
q_2703,In what part of England is John Folwes' country house located?,completed,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.9197,0.9197,0.9197,0.9197,82.7,20,5,True,1.0,1.0,bridge,2,f1_score,0.5714,0.0,,1.0,"West Dorset, South West England.",West Dorset
q_1419,Richard Münch portrayed the German general who served in what capacity during WWII in the 1970 movie Patton?,completed,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,99.6,20,5,True,1.0,1.0,bridge,2,f1_score,0.1818,0.0,,1.0,Oberkommando der Wehrmacht,Chief of the Operations Staff of the Wehrmacht
q_7382,Which style is the building located on the East Side of Midtown Manhattan that Robert Von Ancken appraised? ,completed,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,132.4,20,5,True,1.0,1.0,bridge,2,f1_score,0.6667,0.0,,1.0,Art Deco-style skyscraper,Art Deco
q_626,What is the are of the university at which Dick Biddle served as head football coach?,completed,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,1.0,0.6131,0.6131,0.8066,0.8066,76.3,20,5,True,1.0,1.0,bridge,2,f1_score,0.6667,0.0,,1.0,575 acres (2.08 km²),575 acres
q_2806,The Chinese actress also known as Crystal Liu stars in Night Peacock with which three other actresses?,completed,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,64.3,20,5,True,1.0,1.0,bridge,2,f1_score,0.9231,0.0,,1.0,"Liu Ye, Yu Shaoqun and Leon Lai","Liu Ye, Yu Shaoqun, Leon Lai"
q_4502,Which City in the Miami metropolitan area is home to the Primetime Race Group?,completed,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,75.1,20,5,True,1.0,1.0,bridge,2,f1_score,1.0,1.0,,1.0,"Hollywood, Florida","Hollywood, Florida"
q_41,Where is the company that Sachin Warrier worked for as a software engineer headquartered? ,completed,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,83.5,20,5,True,1.0,1.0,bridge,2,f1_score,0.6667,0.0,,1.0,Mumbai,"Mumbai, Maharashtra"
q_6937,What was the name of a land where Maria Anna of Spain's husband was king?,completed,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.9197,0.9197,0.9197,0.9197,87.5,20,5,True,1.0,1.0,bridge,2,f1_score,1.0,1.0,,1.0,Hungary,Hungary
q_2778,Who was the team president of the 2012 Cleveland Browns?,completed,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.9197,0.9197,0.9197,0.9197,67.9,20,5,True,1.0,1.0,bridge,2,f1_score,1.0,1.0,,1.0,Mike Holmgren,Mike Holmgren
q_4589,Who directed the 2014 American biographical survival drama film which Laura Elizabeth Dern was nominated for the Academy Award for Best Supporting Actress in,completed,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,72.6,20,5,True,1.0,1.0,bridge,2,f1_score,1.0,1.0,,1.0,Jean-Marc Vallée,Jean‑Marc Vallée
q_2724,The Very Best of Ugly Kid Joe: As Ugly as It Gets includes a cover of which Black Sabbath song from their 1970 debut?,completed,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,131.0,20,5,True,1.0,1.0,bridge,2,f1_score,1.0,1.0,,1.0,N.I.B.,N.I.B.
q_5148,"which German philosopher wrote ""The opera ""Lulu""  ",completed,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,72.7,20,5,True,1.0,1.0,bridge,2,f1_score,1.0,1.0,,1.0,Theodor W. Adorno,Theodor W. Adorno
q_4438,Are Toshi and Warrel Dane both in the band Sanctuary?,completed,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.9197,0.9197,0.9197,0.9197,78.1,20,5,True,1.0,1.0,comparison,2,accuracy,1.0,1.0,1.0,0.2,no,no
q_5597,Dr. Saleha Mahmood Abedin's daughter was born in what year ?,completed,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,90.5,20,5,True,1.0,1.0,bridge,2,f1_score,1.0,1.0,,1.0,1976,1976
q_4851,What is the nationality of this company that services MS Moby Dada?,completed,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.9197,0.9197,0.9197,0.9197,77.2,20,5,True,1.0,1.0,bridge,2,f1_score,1.0,1.0,,1.0,Danish,Danish
q_6672,"Brandy was handpicked by a producer that herself had been recognized by the ""Guinness World Records"" for what?",completed,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,126.6,20,5,True,1.0,1.0,bridge,2,f1_score,1.0,1.0,,1.0,most awarded female act of all-time,most awarded female act of all‑time
q_1654,"Which minor role did this New Zealand storyboard artist play in the film ""King Kong"" who will direct the film based on the novel by Philip Reeve?",completed,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,112.5,20,5,True,1.0,1.0,bridge,2,f1_score,0.4,0.0,,1.0,Gondorian soldier,Soldier in Truck
q_3696,What year did the director of The Quiet American die?,completed,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,54.5,20,5,True,1.0,1.0,bridge,2,f1_score,1.0,1.0,,1.0,1993,1993
q_797,Blue Dwarf is what type of online text-based role-playing game?,completed,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,89.1,20,5,True,1.0,1.0,bridge,2,f1_score,0.6667,0.0,,1.0,play-by-post role-playing game,play-by-post
q_4993,Who was the boyfriend of Thelma Lou in the series with Jim Nabors?,completed,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,58.4,20,5,True,1.0,1.0,bridge,2,f1_score,1.0,1.0,,1.0,Barney Fife,Barney Fife
q_1260,What was the sequel of the game that e was published by U.S. Gold in 1992?,completed,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.9197,0.9197,0.9197,0.9197,76.3,20,5,True,1.0,1.0,bridge,2,f1_score,1.0,1.0,,1.0,Fade to Black,Fade to Black
q_1865,Private Music signed the drummer who was part of which English group?,completed,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.9197,0.9197,0.9197,0.9197,82.3,20,5,True,1.0,1.0,bridge,2,f1_score,0.6667,0.0,,1.0,Beatles,the Beatles
q_2907,"When was the American singer, songwriter, actress and LGBT rights activist born who won Grammy and Emmy award?",completed,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,1.0,0.6131,0.6131,0.8066,0.8066,71.9,20,5,True,1.0,1.0,bridge,2,f1_score,1.0,1.0,,1.0,"June 22, 1953","June 22, 1953"
q_3859,What position did the winner of the MVP in Pool C of the 2017 WBC play?,completed,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,60.2,20,5,True,1.0,1.0,bridge,2,f1_score,1.0,1.0,,1.0,third baseman,third baseman
q_3222,Kadeem Jack is a player in a league that started with how many teams?,completed,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,76.3,20,5,True,1.0,1.0,bridge,2,f1_score,0.0,0.0,,1.0,eight,8
q_2022,Suzanne Simone Baptiste Louverture is the wife of the leader of which revolution?,completed,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,127.9,20,5,True,1.0,1.0,bridge,2,f1_score,0.8,0.0,,1.0,the Haitian Revolution,Haitian Revolution
q_350,"when was the album that includes the song by Dustin Lynch released to country radio on February 17, 2017?",completed,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,71.1,20,5,True,1.0,1.0,bridge,2,f1_score,0.3333,0.0,,1.0,"September 8, 2017","February 17, 2017"
