query_id,query_text,status,mrr,hit_at_1,hit_at_3,hit_at_5,hit_at_10,hit_at_20,recall_at_1,recall_at_3,recall_at_5,recall_at_10,recall_at_20,ndcg_at_1,ndcg_at_3,ndcg_at_5,ndcg_at_10,ndcg_at_20,retrieval_time_ms,n_retrieved,n_generation_docs,reranked,gen_recall,gen_hit,question_type,n_expected,primary_metric_type,primary_metric_value,sec_exact_match,sec_f1_score,sec_faithfulness,graph_candidates,vector_candidates,graph_only_candidates,graph_resolved,query_keywords,expected_response,generated_response
q_4536,"Are both genera Silphium and Heliotropium, genera of flowering plants ?",completed,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,270.1,20,5,True,1.0,1.0,comparison,2,accuracy,1.0,1.0,1.0,0.1,57,20,49,49,"{""low"": [""Silphium"", ""Heliotropium""], ""high"": [""flowering plants"", ""genera""]}",yes,yes
q_5693,Mexican Indignados Movement is a response to a war also known as?,completed,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,215.1,20,5,True,1.0,1.0,bridge,2,f1_score,1.0,1.0,0.0,1.0,42,20,35,35,"{""low"": [""Mexican Indignados Movement""], ""high"": [""political protest"", ""historical conflict""]}",Mexican War on Drugs,Mexican War on Drugs
q_4568,Are Harry Everett Smith and Vladimir Danilevich both from Russia?,completed,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,361.2,20,5,True,1.0,1.0,comparison,2,accuracy,1.0,1.0,1.0,0.2,60,20,56,56,"{""low"": [""Harry Everett Smith"", ""Vladimir Danilevich"", ""Russia""], ""high"": [""nationality"", ""origin"", ""comparison""]}",no,no
q_4128,"Robert Allen ""Bob"" Case is best known for inspiring the naming of which initial area of low pressure developed off Atlantic Canada on October 29? ",completed,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,331.2,20,5,True,1.0,1.0,bridge,2,f1_score,0.6667,0.0,0.0,1.0,58,20,54,54,"{""low"": [""Robert Allen \""Bob\"" Case"", ""Atlantic Canada"", ""October 29""], ""high"": [""weather system naming"", ""Atlantic tropical cyclones""]}",1991 Perfect Storm,the Perfect Storm
q_3340,What film adaptation do both Jerome Bernard and Ira Lewis have in common?,completed,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,215.8,20,5,True,1.0,1.0,bridge,2,f1_score,1.0,1.0,0.0,1.0,56,20,54,54,"{""low"": [""Jerome Bernard"", ""Ira Lewis""], ""high"": [""film adaptation""]}",Chinese Coffee,Chinese Coffee
q_7365,"Who has more scope of profession, Bob Fosse or Angelina Jolie?",completed,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,251.0,20,5,True,1.0,1.0,comparison,2,accuracy,0.0,0.0,0.4,1.0,60,20,57,57,"{""low"": [""Bob Fosse"", ""Angelina Jolie""], ""high"": [""profession scope"", ""career comparison""]}",Robert Louis Fosse,Bob Fosse
q_6623,What bitcoin start up featured Erik Voorhees as Director of Marketing?,completed,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.9197,0.9197,0.9197,0.9197,199.2,20,5,True,1.0,1.0,bridge,2,f1_score,1.0,1.0,0.0,1.0,31,20,27,27,"{""low"": [""Erik Voorhees""], ""high"": [""bitcoin startup"", ""marketing""]}",BitInstant,BitInstant
q_2667,"What is the birth name of the disc jockey that notably used Mark Wirtz's song ""A Touch of Velvet, A Sting of Brass"" on their Radio Caroline show?",completed,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,273.2,20,5,True,1.0,1.0,bridge,2,f1_score,1.0,1.0,0.0,1.0,60,20,57,57,"{""low"": [""Mark Wirtz"", ""Radio Caroline""], ""high"": [""birth name"", ""song usage""]}",David Patrick Griffin,David Patrick Griffin
q_2980,Who did Neleus of Scepsis study under in addition to Theophrastus in the Peripatetic school?,completed,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,318.6,20,5,True,1.0,1.0,bridge,2,f1_score,1.0,1.0,0.0,1.0,59,20,55,55,"{""low"": [""Neleus of Scepsis"", ""Theophrastus"", ""Peripatetic school""], ""high"": [""philosophical education"", ""historical mentorship""]}",Aristotle,Aristotle
q_1833,In what basketball position does the brother of Saulius Kuzminskas play?,completed,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,199.2,20,5,True,1.0,1.0,bridge,2,f1_score,1.0,1.0,0.0,1.0,57,20,53,53,"{""low"": [""Saulius Kuzminskas""], ""high"": [""basketball position"", ""family relationship""]}",small forward,small forward
q_6508,Which gaming console was both Yakuza Kiwami and Yakuza 0 released on?,completed,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,279.3,20,5,True,1.0,1.0,bridge,2,f1_score,1.0,1.0,0.0,1.0,54,20,47,47,"{""low"": [""Yakuza Kiwami"", ""Yakuza 0""], ""high"": [""gaming console"", ""release platform""]}",PlayStation 4,PlayStation 4
q_4032,Which film was released first out of The Hunchback of Notre Dame and Miracle of the White Stallions?,completed,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,244.2,20,5,True,1.0,1.0,comparison,2,accuracy,1.0,1.0,1.0,1.0,60,20,55,55,"{""low"": [""The Hunchback of Notre Dame"", ""Miracle of the White Stallions""], ""high"": [""release order"", ""temporal comparison""]}",Miracle of the White Stallions,Miracle of the White Stallions
q_6771,"What was built near the residential neighborhood of Ramsay, Calgary in 1983?",completed,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,268.9,20,5,True,1.0,1.0,bridge,2,f1_score,1.0,1.0,0.0,1.0,59,20,52,52,"{""low"": [""Ramsay"", ""Calgary""], ""high"": [""construction"", ""urban development""]}",Scotiabank Saddledome,Scotiabank Saddledome
q_5203,Tommy Swerdlow co-wrote the screenplay of what film directed by Jon Turteltaub?,completed,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,249.6,20,5,True,1.0,1.0,bridge,2,f1_score,1.0,1.0,0.0,1.0,60,20,56,56,"{""low"": [""Tommy Swerdlow"", ""Jon Turteltaub""], ""high"": [""screenwriting"", ""film direction""]}",Cool Runnings,Cool Runnings
q_6280,Of what county is the city 7 miles east of Trace State Park the seat?,completed,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,284.5,20,5,True,1.0,1.0,bridge,2,f1_score,0.8,0.0,0.0,1.0,60,20,56,56,"{""low"": [""city"", ""Trace State Park"", ""county""], ""high"": [""county seat"", ""geographic relationship""]}","Lee County, Mississippi",Lee County
q_176,"Works by Hanna Leena Kristiina Varis are part of a collection in a museum that houses approximately 65,000 what?",completed,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,276.6,20,5,True,1.0,1.0,bridge,2,f1_score,1.0,1.0,0.0,1.0,56,20,50,50,"{""low"": [""Hanna Leena Kristiina Varis"", ""museum""], ""high"": [""art collection"", ""museum holdings""]}",drawings,drawings
q_1712,"Jennifer Gordon received a bachelor of arts degree from which women's liberal arts college in Cambridge, Massachusetts, and functioned as a female coordinate institution for the all-male Harvard Colle",completed,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,353.9,20,5,True,1.0,1.0,bridge,2,f1_score,1.0,1.0,0.0,1.0,58,20,46,46,"{""low"": [""Jennifer Gordon"", ""Radcliffe College"", ""Harvard College"", ""Cambridge, Massachusetts""], ""high"": [""women's liberal arts education"", ""coordinate college system""]}",Radcliffe College,Radcliffe College
q_3388,In which U.S. state are MedStar Georgetown University Hospital and Providence Hospital?,completed,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,259.6,20,5,True,1.0,1.0,comparison,2,accuracy,1.0,1.0,1.0,1.0,41,20,36,36,"{""low"": [""MedStar Georgetown University Hospital"", ""Providence Hospital""], ""high"": [""U.S. state"", ""hospital locations""]}",District of Columbia,District of Columbia
q_2543,"The subject of McGinniss' 1983 book ""Fatal Vision"" was convicted of murder in what year?",completed,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,246.8,20,5,True,1.0,1.0,bridge,2,f1_score,1.0,1.0,0.0,1.0,60,20,59,59,"{""low"": [""McGinniss"", ""Fatal Vision""], ""high"": [""book"", ""conviction""]}",1979,1979
q_2893,"Which American Director doubled as a choreographer also, Stanley Kubrick or Kenny Ortega?",completed,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,242.5,20,5,True,1.0,1.0,comparison,2,accuracy,0.0,0.0,0.2353,1.0,58,20,49,49,"{""low"": [""Stanley Kubrick"", ""Kenny Ortega""], ""high"": [""director"", ""choreographer""]}","Kenneth John ""Kenny"" Ortega (born April 18, 1950) is an American producer, director, and choreographer.",Kenny Ortega
q_6613,Lou Pai is a former executive of an energy company that went bankrupt in what year?,completed,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,271.5,20,5,True,1.0,1.0,bridge,2,f1_score,1.0,1.0,0.0,1.0,59,20,52,52,"{""low"": [""Lou Pai"", ""energy company""], ""high"": [""bankruptcy"", ""executive""]}",2001,2001
q_854,What religion is the composer for India's first science fiction film series?,completed,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,275.4,20,5,True,1.0,1.0,bridge,2,f1_score,0.0,0.0,0.0,0.0,49,20,47,47,"{""low"": [""composer"", ""India"", ""first science fiction film series""], ""high"": [""religion""]}",Hindi,Hindu
q_4865,Which battle took place first out of the Battle of the Ch'ongch'on River and the Battle of Tarawa?,completed,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,259.5,20,5,True,1.0,1.0,comparison,2,accuracy,0.0,0.0,0.8571,1.0,60,20,54,54,"{""low"": [""Battle of the Ch'ongch'on River"", ""Battle of Tarawa""], ""high"": [""temporal precedence"", ""historical comparison""]}",The Battle of Tarawa,Battle of Tarawa
q_102,What year was the brother of this first round draft pick by the Washington Redskins drafted?,completed,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200.7,20,5,True,1.0,1.0,bridge,2,f1_score,1.0,1.0,0.0,1.0,52,20,49,49,"{""low"": [""Washington Redskins""], ""high"": [""draft year"", ""family relationship""]}",2003,2003
q_3235,Which them park is host to both the Back to the Future Rid and The Simpsons Ride?,completed,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,266.0,20,5,True,1.0,1.0,bridge,2,f1_score,1.0,1.0,0.0,1.0,40,20,33,33,"{""low"": [""Back to the Future Ride"", ""The Simpsons Ride""], ""high"": [""theme park"", ""movie-themed rides""]}",Universal Studios Florida,Universal Studios Florida
q_5498,"When was the band who composited ""Discipline"" formed?",completed,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,206.2,20,5,True,1.0,1.0,bridge,2,f1_score,1.0,1.0,0.0,1.0,60,20,59,59,"{""low"": [""Discipline""], ""high"": [""band formation"", ""music composition""]}",1968,1968
q_1666,Did the Sandy and Beaver Canal remain operational until a later date than the Los Angeles Aqueduct?,completed,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,265.1,20,5,True,1.0,1.0,comparison,2,accuracy,1.0,1.0,1.0,0.1,59,20,53,53,"{""low"": [""Sandy and Beaver Canal"", ""Los Angeles Aqueduct""], ""high"": [""operational longevity"", ""infrastructure comparison""]}",no,no
q_4240,Who directed the 1940 film in which John Arledge appeared?,completed,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,0.6131,0.8772,0.8772,0.8772,215.8,20,5,True,1.0,1.0,bridge,2,f1_score,1.0,1.0,0.0,1.0,39,20,37,37,"{""low"": [""John Arledge""], ""high"": [""film direction"", ""actor appearance""]}",John Ford,John Ford
q_4787,Are Mirpur University of Science and Technology and University of Debrecen both Universities located outside of the United States?,completed,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,299.1,20,5,True,1.0,1.0,comparison,2,accuracy,1.0,1.0,1.0,0.2,59,20,47,47,"{""low"": [""Mirpur University of Science and Technology"", ""University of Debrecen"", ""United States""], ""high"": [""university location"", ""geographic comparison""]}",yes,yes
q_3042,"which American actress, singer, and songwriter too the tour of  I Stand tour ",completed,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,249.1,20,5,True,1.0,1.0,bridge,2,f1_score,0.8,0.0,0.0,1.0,53,20,48,48,"{""low"": [""I Stand tour""], ""high"": [""American entertainment industry"", ""tour marketing""]}",Idina Kim Menzel,Idina Menzel
q_3620,Grounded Vindaloop is an episode from an animated television series that had this many episodes in its eighteenth season?,completed,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,257.8,20,5,True,1.0,1.0,bridge,2,f1_score,0.0,0.0,0.0,1.0,58,20,51,51,"{""low"": [""Grounded Vindaloop"", ""eighteenth season""], ""high"": [""episode count"", ""season length""]}",ten episodes,10
q_1611,How many consecutive years had the Serie A been comprised of 18 teams when Hernan Crespo got injured?,completed,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,296.4,20,5,True,1.0,1.0,bridge,2,f1_score,0.0,0.0,0.0,1.0,52,20,44,44,"{""low"": [""Serie A"", ""Hernan Crespo""], ""high"": [""Serie A team composition"", ""player injury timeline""]}",15th consecutive,15
q_4233,What British made dance competition television series franchise did Claudia Albertario appear on?,completed,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,283.2,20,5,True,1.0,1.0,bridge,2,f1_score,0.6667,0.0,0.0,1.0,55,20,52,52,"{""low"": [""Claudia Albertario"", ""British""], ""high"": [""dance competition"", ""television series"", ""franchise""]}","""Dancing on Ice"" around the world",Dancing on Ice
q_5948,How many Grammy awards were won by an album named after the Joni Mitchell song from Love Actually?,completed,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,328.2,20,5,True,1.0,1.0,bridge,2,f1_score,0.0,0.0,0.0,0.2,55,20,47,47,"{""low"": [""Grammy awards"", ""Joni Mitchell"", ""Love Actually""], ""high"": [""music awards"", ""film soundtrack""]}",two Grammy awards,2
q_1011,"What award does Crystal Palace F.C. present, first won by John McCormick and most recently by Wilfried Zaha?",completed,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,319.5,20,5,True,1.0,1.0,bridge,2,f1_score,1.0,1.0,0.0,1.0,55,20,47,47,"{""low"": [""Crystal Palace F.C."", ""John McCormick"", ""Wilfried Zaha""], ""high"": [""football award"", ""player recognition""]}",Player of the Year,Player of the Year
q_754,"Which was published more frequently, Popular Science or Girlfriends?",completed,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,251.4,20,5,True,1.0,1.0,comparison,2,accuracy,1.0,1.0,1.0,1.0,58,20,53,53,"{""low"": [""Popular Science"", ""Girlfriends""], ""high"": [""publication frequency"", ""magazine publishing""]}",Girlfriends,Girlfriends
q_592,"In what year did the actor who starred in the TV Land original series ""The Soul Man"" host the Black Movie Awards?",completed,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,322.3,20,5,True,1.0,1.0,bridge,2,f1_score,1.0,1.0,0.0,1.0,59,20,54,54,"{""low"": [""TV Land"", ""The Soul Man"", ""Black Movie Awards""], ""high"": [""year"", ""award ceremony""]}",2005,2005
q_5683,The Robey-Peters Gun-Carrier was built at a commuter village with at population of what at the 2001 census?,completed,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.9197,0.9197,0.9197,0.9197,307.2,20,5,True,1.0,1.0,bridge,2,f1_score,1.0,1.0,0.0,1.0,59,20,53,53,"{""low"": [""Robey-Peters Gun-Carrier"", ""commuter village"", ""2001 census""], ""high"": [""military technology"", ""census demographics""]}","4,530",4530
q_3681,"This American is best known for his work on such Disney animated films as ""Beauty and the Beast"" and a 1996 American animated musical drama film whose plot centers on who?",completed,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,400.0,20,5,True,1.0,1.0,bridge,2,f1_score,1.0,1.0,0.0,1.0,59,20,55,55,"{""low"": [""Howard Ashman"", ""Beauty and the Beast"", ""The Hunchback of Notre Dame"", ""Quasimodo"", ""Disney""], ""high"": [""animated musical drama"", ""character-driven plot""]}",Quasimodo,Quasimodo
q_2703,In what part of England is John Folwes' country house located?,completed,0.5,0.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.0,0.3869,0.6241,0.6241,0.6241,270.0,20,5,True,1.0,1.0,bridge,2,f1_score,1.0,1.0,0.0,1.0,60,20,54,54,"{""low"": [""John Folwes"", ""England"", ""country house""], ""high"": [""location"", ""geography""]}","West Dorset, South West England.","West Dorset, South West England"
q_1419,Richard Münch portrayed the German general who served in what capacity during WWII in the 1970 movie Patton?,completed,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,365.2,20,5,True,1.0,1.0,bridge,2,f1_score,0.1818,0.0,0.0,1.0,59,20,53,53,"{""low"": [""Richard Münch"", ""German general"", ""Patton"", ""WWII""], ""high"": [""historical portrayal"", ""military leadership""]}",Oberkommando der Wehrmacht,Chief of the Operations Staff of the Wehrmacht
q_7382,Which style is the building located on the East Side of Midtown Manhattan that Robert Von Ancken appraised? ,completed,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,354.5,20,5,True,1.0,1.0,bridge,2,f1_score,0.6667,0.0,0.0,1.0,60,20,51,51,"{""low"": [""East Side"", ""Midtown Manhattan"", ""Robert Von Ancken""], ""high"": [""architectural style"", ""real estate appraisal""]}",Art Deco-style skyscraper,Art Deco
q_626,What is the are of the university at which Dick Biddle served as head football coach?,completed,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,1.0,0.6131,0.6131,0.8066,0.8066,282.0,20,5,True,1.0,1.0,bridge,2,f1_score,0.6667,0.0,0.0,1.0,58,20,56,56,"{""low"": [""Dick Biddle"", ""university""], ""high"": [""football"", ""coaching""]}",575 acres (2.08 km²),575 acres
q_2806,The Chinese actress also known as Crystal Liu stars in Night Peacock with which three other actresses?,completed,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,245.1,20,5,True,1.0,1.0,bridge,2,f1_score,0.9231,0.0,0.0,1.0,59,20,53,53,"{""low"": [""Crystal Liu"", ""Night Peacock""], ""high"": [""film co-starring"", ""identifying co-actors""]}","Liu Ye, Yu Shaoqun and Leon Lai","Liu Ye, Yu Shaoqun, Leon Lai"
q_4502,Which City in the Miami metropolitan area is home to the Primetime Race Group?,completed,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,262.1,20,5,True,1.0,1.0,bridge,2,f1_score,0.6667,0.0,0.0,1.0,56,20,49,49,"{""low"": [""Miami metropolitan area"", ""Primetime Race Group""], ""high"": [""metropolitan area"", ""organizational location""]}","Hollywood, Florida",Hollywood
q_41,Where is the company that Sachin Warrier worked for as a software engineer headquartered? ,completed,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,206.1,20,5,True,1.0,1.0,bridge,2,f1_score,0.6667,0.0,0.0,1.0,37,20,30,30,"{""low"": [""Sachin Warrier""], ""high"": [""corporate headquarters"", ""employment location""]}",Mumbai,"Mumbai, Maharashtra"
q_6937,What was the name of a land where Maria Anna of Spain's husband was king?,completed,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.9197,0.9197,0.9197,0.9197,310.9,20,5,True,1.0,1.0,bridge,2,f1_score,1.0,1.0,0.0,1.0,59,20,52,52,"{""low"": [""Maria Anna of Spain"", ""Louis XIII"", ""France""], ""high"": [""royal lineage"", ""territorial sovereignty""]}",Hungary,Hungary
q_2778,Who was the team president of the 2012 Cleveland Browns?,completed,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.9197,0.9197,0.9197,0.9197,208.8,20,5,True,1.0,1.0,bridge,2,f1_score,1.0,1.0,0.0,1.0,47,20,43,43,"{""low"": [""Cleveland Browns""], ""high"": [""sports team leadership"", ""historical sports trivia""]}",Mike Holmgren,Mike Holmgren
q_4589,Who directed the 2014 American biographical survival drama film which Laura Elizabeth Dern was nominated for the Academy Award for Best Supporting Actress in,completed,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,252.2,20,5,True,1.0,1.0,bridge,2,f1_score,0.4,0.0,0.0,1.0,53,20,45,45,"{""low"": [""Laura Elizabeth Dern"", ""Academy Award""], ""high"": [""film direction"", ""Academy Award nomination""]}",Jean-Marc Vallée,Jean‑Marc Vallée
q_2724,The Very Best of Ugly Kid Joe: As Ugly as It Gets includes a cover of which Black Sabbath song from their 1970 debut?,completed,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,392.7,20,5,True,1.0,1.0,bridge,2,f1_score,1.0,1.0,0.0,1.0,58,20,50,50,"{""low"": [""The Very Best of Ugly Kid Joe"", ""Ugly Kid Joe"", ""Black Sabbath"", ""1970 debut""], ""high"": [""music cover"", ""song identification""]}",N.I.B.,N.I.B.
q_5148,"which German philosopher wrote ""The opera ""Lulu""  ",completed,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,209.3,20,5,True,1.0,1.0,bridge,2,f1_score,1.0,1.0,0.0,1.0,39,20,35,35,"{""low"": [""Lulu""], ""high"": [""German philosopher"", ""opera""]}",Theodor W. Adorno,Theodor W. Adorno
q_4438,Are Toshi and Warrel Dane both in the band Sanctuary?,completed,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.9197,0.9197,0.9197,0.9197,284.2,20,5,True,1.0,1.0,comparison,2,accuracy,1.0,1.0,1.0,0.2,60,20,58,58,"{""low"": [""Toshi"", ""Warrel Dane"", ""Sanctuary""], ""high"": [""band membership"", ""musical group""]}",no,no
q_5597,Dr. Saleha Mahmood Abedin's daughter was born in what year ?,completed,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,270.6,20,5,True,1.0,1.0,bridge,2,f1_score,1.0,1.0,0.0,1.0,59,20,55,55,"{""low"": [""Dr. Saleha Mahmood Abedin"", ""daughter""], ""high"": [""birth year"", ""family relationship""]}",1976,1976
q_4851,What is the nationality of this company that services MS Moby Dada?,completed,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.9197,0.9197,0.9197,0.9197,255.5,20,5,True,1.0,1.0,bridge,2,f1_score,1.0,1.0,0.0,1.0,60,20,56,56,"{""low"": [""MS Moby Dada"", ""company""], ""high"": [""nationality"", ""company services""]}",Danish,Danish
q_6672,"Brandy was handpicked by a producer that herself had been recognized by the ""Guinness World Records"" for what?",completed,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,317.9,20,5,True,1.0,1.0,bridge,2,f1_score,0.7692,0.0,0.0,1.0,59,20,58,58,"{""low"": [""Brandy"", ""producer"", ""Guinness World Records""], ""high"": [""handpicking"", ""recognition""]}",most awarded female act of all-time,most awarded female act of all‑time
q_1654,"Which minor role did this New Zealand storyboard artist play in the film ""King Kong"" who will direct the film based on the novel by Philip Reeve?",completed,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,344.8,20,5,True,1.0,1.0,bridge,2,f1_score,0.4,0.0,0.0,1.0,60,20,52,52,"{""low"": [""New Zealand storyboard artist"", ""King Kong"", ""Philip Reeve""], ""high"": [""film direction"", ""novel adaptation""]}",Gondorian soldier,Soldier in Truck
q_3696,What year did the director of The Quiet American die?,completed,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,0.6131,0.8772,0.8772,0.8772,199.0,20,5,True,1.0,1.0,bridge,2,f1_score,1.0,1.0,0.0,1.0,43,20,39,39,"{""low"": [""The Quiet American""], ""high"": [""director"", ""death year""]}",1993,1993
q_797,Blue Dwarf is what type of online text-based role-playing game?,completed,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,231.5,20,5,True,1.0,1.0,bridge,2,f1_score,0.7273,0.0,0.0,1.0,45,20,40,40,"{""low"": [""Blue Dwarf""], ""high"": [""online text-based role-playing game"", ""game type""]}",play-by-post role-playing game,Play-by-post role‑playing game
q_4993,Who was the boyfriend of Thelma Lou in the series with Jim Nabors?,completed,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,287.5,20,5,True,1.0,1.0,bridge,2,f1_score,1.0,1.0,0.0,1.0,60,20,58,58,"{""low"": [""Thelma Lou"", ""Jim Nabors"", ""The Andy Griffith Show""], ""high"": [""character relationships"", ""television series""]}",Barney Fife,Barney Fife
q_1260,What was the sequel of the game that e was published by U.S. Gold in 1992?,completed,0.5,0.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.0,0.3869,0.6509,0.6509,0.6509,223.3,20,5,True,1.0,1.0,bridge,2,f1_score,1.0,1.0,0.0,1.0,60,20,55,55,"{""low"": [""U.S. Gold""], ""high"": [""sequel"", ""video game""]}",Fade to Black,Fade to Black
